Area,Bedrooms,Bathrooms,Location_Score,Year_Built,Price,Neighborhood_Type
-0.7352010347632466,1.798725018351312,-1.0955193888455623,1.6562082520572956,-0.8807540896027302,208667.6917822107,Urban
-1.6135613978767411,-1.3719011429313563,-0.172946059923423,1.4711703274936085,1.7117084801423434,197882.06326500268,Urban
0.651391251305798,0.9540017634932023,0.570890510693167,-0.3152692446403456,1.135565640180599,206001.70048768184,Suburban
-1.3505559643429832,-0.6870140996994973,-0.47579544400490115,-0.07587145068502332,-0.8261119917145421,194794.2581486834,Urban
1.5541604207147741,0.34233783448962146,-0.5309708978119645,0.8539759765522237,-0.33513778117145177,199975.32268434577,Suburban
-0.8369207037962799,-0.9163209190734197,1.0651719657143865,-0.14037505890533644,1.4526167454861794,206725.73140563848,Suburban
0.5219415656168976,-1.3204566130842763,0.7818228717773104,0.29698467323318606,-1.236950710878082,194989.59517792077,Urban
-2.0755880090785332,-1.2284438312657626,0.47154238041820573,-0.08606969279089306,-1.8311448783383502,190758.38675086026,Urban
-0.10434279298689192,2.814654444472553,-0.4151002889633696,0.3933070500053236,0.7007006121205837,212702.63207886356,Suburban
-0.05310680169691065,0.7638603516334226,1.144293068559939,-0.5509818035382495,-1.387868550455802,203852.98947065216,Urban
0.7793490039053323,1.2496189052966666,-0.9878733409007492,-0.03901951937754412,-0.8468509661253646,199250.42920790828,Urban
-1.1793691216326172,0.46248362406685406,-0.33638694541113623,0.1722543864110375,0.9603047962814704,202906.78878121826,Rural
-0.44643361455052827,0.1866091231563581,0.27902152577033923,0.19408999289830758,0.6078965097165392,201247.93774590813,Rural
0.924027019206901,-1.251113576385303,-0.3095464393139903,-0.18490213644298903,0.326133022242118,193644.245133853,Rural
0.22899639245934025,-0.7331561971099966,0.7719201548366751,-1.8579014513982872,0.44130715169924584,199246.22935335187,Suburban
1.0240625258114624,1.2083662305931424,2.006092888159123,0.5925269492011831,2.061503576636398,212934.93248461693,Suburban
1.0269862633197322,0.2125740306322149,2.1650560678066024,1.105900424357309,1.190548594343596,205897.16816799683,Urban
0.25972250172148187,0.048084946661381994,-1.804882100664519,-0.9043166251044086,-1.6275424378831627,196536.67961111915,Suburban
0.2010990467149675,-0.05761879703358539,0.3649610024662254,1.050654396007612,2.403415585238275,208597.13906319244,Suburban
-0.12951724686344077,0.5835443030118876,1.279464931657751,0.5798572852951321,1.0417246640588513,209464.30083540798,Suburban
0.12320480678448567,-0.1758858124323366,-0.8432465953161917,0.5514853760404675,2.1709427174978138,197998.35144662904,Suburban
0.8861911885847956,1.3510728924131392,-1.500221861446936,-0.06263957732723487,-0.7788370428204348,198700.96804446226,Rural
-0.6724855960063362,0.032407013340136216,2.0979393391324312,0.22327083592026087,-0.5256309339853844,199304.65256168786,Suburban
0.5500520990245519,-0.2246331499970246,0.9407711879882159,-0.9683444548636353,-0.9824873935383096,199702.71946718893,Suburban
0.7688396759688968,0.04930833152022263,-0.7316317389085281,-0.6082265074447593,1.8904406851557827,203401.12768836936,Rural
-0.221253623585772,-1.1032083657216831,-1.9663565893760018,-0.27681329988892067,2.056207129940322,192371.53816969716,Rural
2.165002344901084,0.45588777208160763,1.328194141849058,-0.643518230380143,0.5562300094006599,207931.8796029993,Suburban
-0.6813802350695739,0.43221669075925395,-1.014479726707414,0.9678260240252041,-1.340072071123935,201271.55820319775,Suburban
0.8925973382993092,-1.9701038177118355,-0.684629825760004,-1.2111719292807812,0.7906255991627686,194128.8320410179,Rural
0.8584511166566653,0.651136241823657,-0.4081008391602206,-0.2346205699574138,-0.9958153947902291,198865.82541915885,Urban
1.0062928092144405,-0.38455554422982535,0.047398671316414016,-0.5768918695231487,-0.8604133652839524,198803.42887546754,Urban
0.04852162794482699,-0.863990769679816,-0.48712538376469605,-0.8309501164110378,-0.5923939242388692,193121.77168613047,Urban
-0.03850846950070721,1.0786808334312956,1.6839276914578687,-0.17262729994081963,-0.45888426286894,205382.20331558032,Suburban
-0.6277339060845056,-0.2116669819311769,1.503419828428999,-0.2880388739220764,-0.3301200939664503,200032.37252534548,Suburban
-1.551512249058929,-1.3331283547778066,0.2887280030098363,0.6620518347584732,-1.1571166187132709,190438.61787429906,Suburban
-0.56060763684731,-0.12765468151819012,-0.4776455826040052,-2.929448690002268,-1.2551353719733949,195253.75062715326,Suburban
-0.7153037092599682,-1.0777447779293061,1.088950596967366,0.6795977489346758,0.06428001909546277,196028.92285391345,Suburban
-0.5615577463306254,0.22668424849459717,-1.7811584144656334,-0.5530898169141323,-2.230468019124459,198014.4969333308,Suburban
